OBJECTID;CODIGO;nombre;CATEGORIA;TECNOLOGIA;ESTADO;FECHA_INSTALACION;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERATIVA;AREA_HIDROGRAFICA;ZONA_HIDROGRAFICA;observacion;CORRIENTE;FECHA_SUSPENSION;SUBZONA_HIDROGRAFICA;ENTIDAD;subred
63;21167080;LA MORA - AUT [21167080];Limnigráfica;TEST005;En Mantenimiento;1990-10-15;464;3.72519444;-74.82644444;Tolima;Prado;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022;Negro;;Río Prado;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Alto Magdalena Huila -Tolima,RED ALERTAS - AREA OPERATIVA 10,
64;26085160;SILOE - AUT [26085160];Climática Principal;Automática con Telemetría;En Mantenimiento;2005-06-28;1238;3.4255;-76.56061111;Valle del Cauca;Cali;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022;0;;Ríos Lilí, Melendez y Canaveralejo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
65;22075050;PARAMO DE YERBABUENA  - AUT [22075050];Climática Principal;TEST005;En Mantenimiento;2007-09-30;3394;4.07580556;-75.70083333;Tolima;Roncesvalles;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación|22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022;0;;Rïo Cucuana;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
66;21185090;NATAIMA - AUT [21185090];Agrometeorológica;TEST005;En Mantenimiento;2005-10-16;393;4.18813889;-74.96047222;Tolima;Espinal;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;;0;;Río Luisa y otros directos al Magdalena;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
67;21195160;SUBIA - AUT [21195160];Climática Principal;Automática con Telemetría;Suspendida;2004-09-27 19:00;275;4.47661111;-74.38388889;Cundinamarca;Silvania;Area Operativa 11 - Cundinamarca-Amazonas;Magdalena Cauca;Alto Magdalena;Corrección interna;0;2019-05-03 9:58;Río Sumapaz;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
68;53119010;BUENAVENTURA IDEAM  - AUT [53119010];Mareográfica;TEST005;En Mantenimiento;1941-05-15;40;3.890175;-77.06190833;Valle del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;Tapaje - Dagua - Directos;Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación|22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022;Pacifico;;Dagua - Buenaventura - Bahia Málaga;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
69;23125170;SAN CAYETANO - AUT [23125170];Climática Principal;TEST005;Activa;2004-12-01;2807;5.33333333;-74.01666667;Cundinamarca;San Cayetano (Cundinamarca);Area Operativa 11 - Cundinamarca-Amazonas;Magdalena Cauca;Medio Magdalena;22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022;0;;Río Carare (Minero);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,Radiación Ultravioleta,Radiación Visible,
70;31095030;PUERTO INIRIDA - AUT [31095030];Agrometeorológica;TEST005;Activa;2003-03-27;100;3.87441667;-67.91905556;Guainía;Inírida;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Inírida;Actualizada Tecnología y Tipo de Transmisión por solicitud del coordinador del AO. (31012023);0;;R._Inírida_(mi),_hasta_bocas_Caño_Bocón,_y_R._Las Viñas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 03,
71;21215190;CAJAMARCA - AUT [21215190];Climática Principal;Automática con Telemetría;En Mantenimiento;2005-12-10;2530;4.43566667;-75.50036111;Tolima;Cajamarca;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;;0;;Río Coello;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
72;22057010;PIEDRAS DE COBRE  - AUT [22057010];Limnigráfica;TEST005;En Mantenimiento;1959-09-15;3452;3.90838889;-75.10327778;Tolima;Saldaña;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación;Saldana;;Bajo Saldaña;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
73;21217180;MONTEZUMA [21217180];Limnigráfica;TEST005;En Mantenimiento;1973-12-15;1450;4.48205556;-75.28605556;Tolima;Ibagué;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;Actualizados Tecnologia. Tipo de Transmision y Estado por solicitud del coordinador del AO. (16032023);Combeima;;Río Coello;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Alto Magdalena Huila -Tolima,RED ALERTAS - AREA OPERATIVA 10,
74;21237010;NARINO - AUT [21237010];Limnigráfica;TEST005;En Mantenimiento;1977-08-15;277;4.38777778;-74.838375;Cundinamarca;Nariño (Cundinamarca);Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;Actualizadas Tecnologia y Tipo de Transmision por solicitud del coordinador del AO (16032023);Magdalena;;Río Opía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Alto Magdalena Huila -Tolima,RED ALERTAS - AREA OPERATIVA 10,
75;21195190;PASCA - AUT [21195190];Agrometeorológica;TEST005;En Mantenimiento;2005-08-26;2256;4.31011111;-74.31175;Cundinamarca;Pasca;Area Operativa 11 - Cundinamarca-Amazonas;Magdalena Cauca;Alto Magdalena;Actualizada Tecnologia. Tipo de Transmision y Estado por solicitud de la coordinadora del AO. (21032023);0;;Río Sumapaz;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense,
76;21137050;ANGOSTURA  - AUT [21137050];Limnigráfica;TEST005;En Mantenimiento;1975-01-15;345;3.44;-75.12;Tolima;Natagaima;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Actualizada Tecnologia y Tipo de Transmision por solicitud del coordinador del AO. (01022023);Magdalena;;Directos Magdalena entre ríos Cabrera y Sumapaz;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
77;21215170;LA MARTINICA - AUT [21215170];Climática Principal;Automática con Telemetría;Suspendida;2005-12-10;1780;4.402;-75.22905556;Tolima;Ibagué;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;;Magdalena;2014-08-28;Río Coello;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
78;21215180;BATALLON ROOKE  - AUT [21215180];Climática Principal;Automática con Telemetría;En Mantenimiento;2005-12-10;1323;4.41838889;-75.24866667;Tolima;Ibagué;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación;0;;Río Coello;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
79;26127040;CARTAGO [26127040];Limnigráfica;TEST005;Activa;1945-01-15;937;4.75761111;-75.89925;RIsaralda;Pereira;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;La Vieja;;Río La Vieja;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 09,
80;21215160;CERROS NOROCCIDENTALES  - AUT [21215160];Climática Principal;Automática con Telemetría;En Mantenimiento;2005-10-18;1946;4.47036111;-75.24386111;Tolima;Ibagué;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación;0;;Río Coello;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
81;26105250;ZARAGOZA - AUT [26105250];Agrometeorológica;Automática con Telemetría;En Mantenimiento;2005-06-30;943;4.68977778;-75.92519444;Valle del Cauca;Cartago;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;0;;Rios Las Cañas - Los Micos y Obando;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
82;26127010;EL ALAMBRADO [26127010];Limnigráfica;TEST005;En Mantenimiento;1953-01-15;1051;4.41025;-75.87538889;Quindío;La Tebaida;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;"EL GRUPO DE AUTOMATIZACION REPORTA QUE LA ESTACION DEJO DE TRANSMITIR EL 19/11/22 BATERIA 11.2 SIN DATO DE NIVEL. ESTACION EN MANTENIMIENTO (07/12/2022)
Actualizada Tecnologia y Tipo de Transmision por solicitud del coordinador del AO. (14032023)";La Vieja;;Río La Vieja;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 09,
83;26135300;PNN QUIMBAYA - AUT [26135300];Agrometeorológica;Automática con Telemetría;En Mantenimiento;2004-07-14;1881;4.72858306;-75.57822222;RIsaralda;Pereira;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Por REQ2021-000578 Se hacen ajustes solicitados por la Coordinadora del AO 09.;0;;Río Otún y otros directos al Cauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
84;26125300;CALARCA - AUT [26125300];Climática Principal;Automática con Telemetría;En Mantenimiento;2004-10-04;2255;4.52830556;-75.59638889;Quindío;Calarcá;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;0;;Río La Vieja;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
85;21255160;HACIENDA PAJONALES [21255160];Agrometeorológica;Automática con Telemetría;En Mantenimiento;2005-10-18;277;4.76072222;-74.83425;Tolima;Ambalema;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;;0;;Río Lagunilla y Otros Directos al Magdalena;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
86;21235030;UNIVERSIDAD DE CUNDINAMARCA - AUT [21235030];Climática Principal;Automática con Telemetría;En Mantenimiento;2004-09-30;309;4.30533333;-74.80811111;Cundinamarca;Girardot;Area Operativa 11 - Cundinamarca-Amazonas;Magdalena Cauca;Alto Magdalena;Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación|22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022;0;;Río Seco y otros Directos al Magdalena;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
87;21206940;CIUDAD BOLIVAR [21206940];Climática Principal;Automática con Telemetría;Suspendida;2005-05-19;2687;4.57686111;-74.17677778;Bogotá;Bogota, D.C;Area Operativa 11 - Cundinamarca-Amazonas;Magdalena Cauca;Alto Magdalena;Solicitado con INC 2018-011114 de la mesa de servicio;0;2018-08-24 10:27;Río Bogotá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
88;26135310;SANTA ROSA - AUT [26135310];Climática Principal;Automática con Telemetría;Suspendida;2005-10-23;1898;4.84686111;-75.63563889;RIsaralda;Santa Rosa De Cabal;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;Lagunilla;2016-01-06;Río Otún y otros directos al Cauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
89;26155240;PNN NEVADOS - AUT [26155240];Climática Principal;Automática con Telemetría;En Mantenimiento;2007-08-24;3641;4.85944444;-75.38241667;Caldas;Villamaria;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;EL GRUPO DE AUTOMATIZACION REPORTA QUE LA ESTACION DEJO DE TRANSMITIR EL  8/9/22. ESTACION EN MANTENIMIENTO (07/12/2022);0;;Río Chinchiná;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
90;35225030;MODULOS - AUT [35225030];Climática Ordinaria;TEST005;Activa;2016-12-15;130;4.91047222;-71.43305556;Casanare;Orocué;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Meta;Actualizado Tecnologia y Tipo de transmision por solicitud del coordinador del AO. (31012023);0;;Caño Guanápalo y otros directos al Meta;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Piedemonte y Altillanura Meta-Csanare-Arauca,RED ALERTAS - AREA OPERATIVA 03,
91;21206980;SANTA CRUZ DE SIECHA  - AUT [21206980];Agrometeorológica;TEST005;En Mantenimiento;2005-11-08;3100;4.78427778;-73.87080556;Cundinamarca;Guasca;Area Operativa 11 - Cundinamarca-Amazonas;Magdalena Cauca;Alto Magdalena;"Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación
Actualizada Tecnologia y Estado por solicitud de la coordinadora del AO. (23032023)";0;;Río Bogotá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense,Radiación Ultravioleta,Radiación Visible,
92;26177030;LA VIRGINIA - AUT [26177030];Limnigráfica;TEST005;Activa;1946-10-15;922;4.8925;-75.88269444;RIsaralda;La Virginia;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Por REQ2021-000578 Se hacen ajustes solicitados por la Coordinadora del AO 09.;Cauca;;Río Otún y otros directos al Cauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 09,
93;26135290;MARSELLA - AUT [26135290];Agrometeorológica;Automática con Telemetría;Suspendida;2005-06-19;1659;4.92958333;-75.73838889;RIsaralda;Marsella;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;EL GRUPO DE AUTOMATIZACIÓN REPORTA ESTACIÓN RETIRADA POR SOLICITUD DEL PREDIO. ESTACIÓN SUSPENDIDA (12/12/2022);0;;Río Otún y otros directos al Cauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
94;26125290;ARMENIA - AUT [26125290];Climática Principal;TEST005;Suspendida;2004-09-29;1485;4.53158333;-75.69069444;Quindío;Armenia (Quindío);Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;EL GRUPO DE AUTOMATIZACIÓN INFORMA QUE LA ESTACIÓN FUE RETIRADA EL COLEGIO SOLICITO EL PREDIO. FUNCIONÓ HASTA 13/12/2017, . ESTACIÓN SUSPENDIDA (12/12/2022);0;;Río La Vieja;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
95;21255170;MURILLO - AUT [21255170];Climática Principal;Automática con Telemetría;En Mantenimiento;2005-10-21;2978;4.87055556;-75.17327778;Tolima;Murillo;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;31/01/2022$Migracion$Por solicitud del Coordinador del AO10 REQ 2022-000037, se ajustan coordenadas. Altura. Según información enviada por la Coordinación.|22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022;0;;Río Lagunilla y Otros Directos al Magdalena;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Alto Magdalena Huila -Tolima,Radiación Ultravioleta,Radiación Visible,
96;35085070;SANTA MARIA - AUT [35085070];Climática Principal;Automática con Telemetría;En Mantenimiento;2005-03-10;1300;4.84125;-73.25669444;Boyacá;Santa María (Boyacá);Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;;0;;Río Garagoa;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
97;35025080;PNN CHINGAZA - AUT [35025080];Climática Principal;TEST005;En Mantenimiento;2007-12-06;3205;4.661;-73.82733;Cundinamarca;La Calera;Area Operativa 11 - Cundinamarca-Amazonas;Orinoco;Meta;Actualizada Tecnologia. Tipo de Transmision y Estado por solicitud de la coordinadora del AO. (23032023);0;;Río Guayuriba;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
98;26155210;TORRE 4 - AUT [26155210];Climática Principal;Automática con Telemetría;Suspendida;2004-07-14;3787;5.06077778;-75.35611111;Caldas;Manizales;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Medio Magdalena;;San Juan;2010-09-29;Río Guarinó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
99;35237030;TRINIDAD PAUTO - AUT [35237030];Limnigráfica;TEST005;Activa;2016-12-15;178;5.41438889;-71.66836111;Casanare;Trinidad;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022;0;;Río Pauto;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 06,
100;21209920;SANTA ROSITA - AUT [21209920];Limnigráfica;TEST005;En Mantenimiento;2005-05-19;2618;5.19225;-73.77905556;Cundinamarca;Suesca;Area Operativa 11 - Cundinamarca-Amazonas;Magdalena Cauca;Alto Magdalena;Actualizada Tecnologia. Tipo de Transmision y Estado por solicitud de la coordinadora del AO. (23032023);Bogota;;Río Bogotá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense y oriente de Santander,RED ALERTAS - AREA OPERATIVA 11,
101;35215020;AEROPUERTO YOPAL - AUT [35215020];Climática Principal;TEST005;Activa;2005-11-17;325;5.32044444;-72.3875;Casanare;Yopal;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;;0;;Río Cravo Sur;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Colombia,Piedemonte y Altillanura Meta-Csanare-Arauca,Radiación Ultravioleta,Radiación Visible,
102;35075080;PARAMO RABANAL - AUT [35075080];Climática Principal;Automática con Telemetría;En Mantenimiento;2005-03-13;3335;5.39239;-73.56278;Boyacá;Ventaquemada;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;;0;;Río Garagoa;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
103;26145090;SANTA EMILIA - AUT [26145090];Climática Principal;Automática con Telemetría;En Mantenimiento;2005-10-21;1748;5.20747222;-75.90294444;RIsaralda;Belén De Umbría;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;0;;Río Risaralda;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
104;26155220;VILLAMARIA - AUT [26155220];Climática Principal;Automática con Telemetría;En Mantenimiento;2004-06-14;1906;5.04866667;-75.51388889;Caldas;Villamaria;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;;0;;Río Chinchiná;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
105;35085060;ZETAQUIRA - AUT [35085060];Climática Principal;Automática con Telemetría;En Mantenimiento;2004-12-12;1436;5.29494444;-73.16994444;Boyacá;Zetaquirá;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;;0;;Río Lengupá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
106;54017040;TADO - AUT [54017040];Limnigráfica;TEST005;En Mantenimiento;1973-08-15;95;5.26511111;-76.56275;Chocó;Tadó;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;San Juán;22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022;San Juan;;Río San Juan Alto;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 09,
107;23017040;ESPERANZA LA [23017040];Limnigráfica;TEST005;Activa;1988-09-15;550;5.20616667;-74.91372222;Tolima;Mariquita;Area Operativa 10 - Tolima;Magdalena Cauca;Medio Magdalena;Actualizada Tecnologia y Tipo de Transmision por solicitud del coordinador del AO. (17032023);Guali;;Río Gualí;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Alto Magdalena Huila -Tolima,RED ALERTAS - AREA OPERATIVA 10,
108;35085080;LA CAPILLA - AUT [35085080];Climática Principal;Automática con Telemetría;En Mantenimiento;2005-03-08;1917;5.09919444;-73.436;Boyacá;La Capilla;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;;0;;Río Garagoa;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
109;23065180;VILLETA - AUT [23065180];Climática Principal;Automática con Telemetría;Activa;2004-12-10;878;5.01686111;-74.47097222;Cundinamarca;Villeta;Area Operativa 11 - Cundinamarca-Amazonas;Magdalena Cauca;Medio Magdalena;Actualizado Estado por solicitud de la coordinadora del AO (23032023);0;;Río Negro;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Medio,Radiación Ultravioleta,Radiación Visible,
110;35075070;CHINAVITA - AUT [35075070];Agrometeorológica;Automática con Telemetría;En Mantenimiento;2005-03-06;2006;5.21639;-73.34697;Boyacá;Chinavita;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;;0;;Río Garagoa;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Altiplano Cundiboyacense,Radiación Ultravioleta,Radiación Visible,
111;26145080;PARAMO TATAMA [26145080];Climática Principal;Automática con Telemetría;Suspendida;2005-12-14;3814;5.12386111;-76.061;RIsaralda;Santuario (Risaralda);Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;San Juán;;San Juan;2010-09-29;Río Tamaná y otros Directos San Juan;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
112;35165000;EL TUNEL [35165000];Climática Ordinaria;Automática con Telemetría;Activa;2016-12-31;30;5.57497222;-72.941;Boyacá;Cuítiva;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;;0;;Lago de Tota;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
113;23035030;BASE PALANQUERO  - AUT [23035030];Climática Principal;TEST005;En Mantenimiento;2005-11-03;170;5.49286111;-74.658;Cundinamarca;Puerto Salgar;Area Operativa 10 - Tolima;Magdalena Cauca;Medio Magdalena;Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación;0;;Directos al Magdalena entre Ríos Seco y Negro (md);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
114;11027070;BORAUDO - AUT [11027070];Limnigráfica;TEST005;En Mantenimiento;2005-04-15;78;5.51461111;-76.57569444;Chocó;Lloró;Area Operativa 01 - Antioquia-Chocó;Caribe;Atrato - Darién;"AUTOMATIZACION REPORTA QUE DEBIDO A SINIESTRO SE RETIRA ALGUNOS COMPONENTES PRESENTES POR ESTA RAZON ESTA EN MANTENIMIENTO
Actualizada Tecnologia y Tipo de Transmision por solicitud del coordinador del AO (22032023)";Atrato;;Río Cabi y otros Directos Atrato (md);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
115;35160010;POTRERITO [35160010];Pluviométrica;TEST005;En Mantenimiento;2016-12-31;347;5.47758333;-72.94861111;Boyacá;Aquitania;Area Operativa 06 - Boyacá-Casanare-Vichada;Orinoco;Meta;22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022;0;;Lago de Tota;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
